experiment_id,dag_id,cell_id,task_count,topology_family,weight_type,rho_l_bin,human_concentration_bin,observation_seed,claim,component,variant,phase_profile,P,C,gamma,selected_task_id,B4,active_branches,L4,W4,H,rho_l,rho_h_cp,policy_makespan,policy_queue,policy_blocked_any,policy_tightness_relative_gap
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C2,agent_cost,P=1,io,1,1.000,1,,96.00000,work,24.00000,96.00000,26.40,0.25,0.1818181818181818181818181818,96.00000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C2,agent_cost,P=2,io,2,1.060,1,,50.08800,work,25.15200,100.17600,26.40,0.2510781025395304264494489698,0.1818181818181818181818181818,68.06400,10.87200,10.87200,0.358888356492573071394345951
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C2,agent_cost,P=4,io,4,1.210,1,,28.03200,critical_path,28.03200,110.61600,26.40,0.2534172271642438706877847689,0.1818181818181818181818181818,50.79600,25.95600,14.65200,0.812071917808219178082191781
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C2,agent_cost,P=8,io,8,1.630,1,,36.09600,critical_path,36.09600,139.84800,26.40,0.2581088038441736742749270637,0.1818181818181818181818181818,46.74000,41.84400,17.84400,0.294880319148936170212765957
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C2,human_cost,P=1,io,1,1,1.00,,96.0000,work,24.0000,96.0000,26.40,0.25,0.1818181818181818181818181818,96.0000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C2,human_cost,P=2,io,2,1,1.10,,49.3200,work,24.6000,98.6400,26.40,0.2493917274939172749391727494,0.2272727272727272727272727273,67.5000,11.8800,11.8800,0.368613138686131386861313869
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C2,human_cost,P=4,io,4,1,1.30,,34.3200,human,25.8000,103.9200,26.40,0.2482678983833718244803695150,0.2272727272727272727272727273,50.2200,32.9400,18.9000,0.463286713286713286713286713
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C2,human_cost,P=8,io,8,1,1.70,,44.8800,human,28.2000,114.4800,26.40,0.2463312368972746331236897275,0.2272727272727272727272727273,54.4800,126.6600,38.7600,0.213903743315508021390374332
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C3,decomposition,"P=1,m=1",io,1,1,1,,96.00,work,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,96.00,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C3,decomposition,"P=1,m=3,r_o=0",io,1,1,1,t08,96.0000,work,24.00,96.0000,26.4000,0.25,0.2272727272727272727272727273,96.0000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C3,decomposition,"P=1,m=3,r_o=0.10",io,1,1,1,t08,98.400000,work,24.00,98.400000,27.600000,0.2439024390243902439024390244,0.2173913043478260869565217391,98.400000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C3,decomposition,"P=4,m=1",io,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,45.00,25.20,14.40,0.704545454545454545454545455
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C3,decomposition,"P=4,m=3,r_o=0",io,4,1,1,t08,26.4000,human,24.00,96.0000,26.4000,0.25,0.2272727272727272727272727273,42.6000,26.8000,16.0000,0.613636363636363636363636364
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s04,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,4,C3,decomposition,"P=4,m=3,r_o=0.10",io,4,1,1,t08,27.600000,human,24.00,98.400000,27.600000,0.2439024390243902439024390244,0.2173913043478260869565217391,44.200000,26.600000,15.800000,0.601449275362318840579710145
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C1,phase_profile,alternating_sync,alternating_sync,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,40.50,13.30,7.90,0.534090909090909090909090909
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C1,phase_profile,alternating_staggered,alternating_staggered,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,43.20,22.10,13.70,0.636363636363636363636363636
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,base,P=1,io,1,1,1,,96.00,work,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,96.00,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,base,P=2,io,2,1,1,,48.00,work,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,65.40,10.80,10.80,0.3625
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,base,P=4,io,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,45.00,25.20,14.40,0.704545454545454545454545455
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,base,P=8,io,8,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,36.00,49.80,22.20,0.363636363636363636363636364
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,agent_cost,P=1,io,1,1.000,1,,96.00000,work,24.00000,96.00000,26.40,0.25,0.1818181818181818181818181818,96.00000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,agent_cost,P=2,io,2,1.060,1,,50.08800,work,25.15200,100.17600,26.40,0.2510781025395304264494489698,0.1818181818181818181818181818,68.06400,10.87200,10.87200,0.358888356492573071394345951
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,agent_cost,P=4,io,4,1.210,1,,28.03200,critical_path,28.03200,110.61600,26.40,0.2534172271642438706877847689,0.1818181818181818181818181818,50.79600,25.95600,14.65200,0.812071917808219178082191781
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,agent_cost,P=8,io,8,1.630,1,,36.09600,critical_path,36.09600,139.84800,26.40,0.2581088038441736742749270637,0.1818181818181818181818181818,46.74000,41.84400,17.84400,0.294880319148936170212765957
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,human_cost,P=1,io,1,1,1.00,,96.0000,work,24.0000,96.0000,26.40,0.25,0.1818181818181818181818181818,96.0000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,human_cost,P=2,io,2,1,1.10,,49.3200,work,24.6000,98.6400,26.40,0.2493917274939172749391727494,0.2272727272727272727272727273,67.5000,11.8800,11.8800,0.368613138686131386861313869
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,human_cost,P=4,io,4,1,1.30,,34.3200,human,25.8000,103.9200,26.40,0.2482678983833718244803695150,0.2272727272727272727272727273,50.2200,32.9400,18.9000,0.463286713286713286713286713
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C2,human_cost,P=8,io,8,1,1.70,,44.8800,human,28.2000,114.4800,26.40,0.2463312368972746331236897275,0.2272727272727272727272727273,54.4800,126.6600,38.7600,0.213903743315508021390374332
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C3,decomposition,"P=1,m=1",io,1,1,1,,96.00,work,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,96.00,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C3,decomposition,"P=1,m=3,r_o=0",io,1,1,1,t08,96.0000,work,24.00,96.0000,26.4000,0.25,0.2272727272727272727272727273,96.0000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C3,decomposition,"P=1,m=3,r_o=0.10",io,1,1,1,t08,98.400000,work,24.00,98.400000,27.600000,0.2439024390243902439024390244,0.2173913043478260869565217391,98.400000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C3,decomposition,"P=4,m=1",io,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,45.00,25.20,14.40,0.704545454545454545454545455
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C3,decomposition,"P=4,m=3,r_o=0",io,4,1,1,t08,26.4000,human,24.00,96.0000,26.4000,0.25,0.2272727272727272727272727273,42.6000,26.8000,16.0000,0.613636363636363636363636364
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s05,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,5,C3,decomposition,"P=4,m=3,r_o=0.10",io,4,1,1,t08,27.600000,human,24.00,98.400000,27.600000,0.2439024390243902439024390244,0.2173913043478260869565217391,44.200000,26.600000,15.800000,0.601449275362318840579710145
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C1,phase_profile,alternating_sync,alternating_sync,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,40.50,13.30,7.90,0.534090909090909090909090909
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C1,phase_profile,alternating_staggered,alternating_staggered,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,43.20,22.10,13.70,0.636363636363636363636363636
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,base,P=1,io,1,1,1,,96.00,work,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,96.00,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,base,P=2,io,2,1,1,,48.00,work,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,65.40,10.80,10.80,0.3625
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,base,P=4,io,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,45.00,25.20,14.40,0.704545454545454545454545455
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,base,P=8,io,8,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,36.00,49.80,22.20,0.363636363636363636363636364
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,agent_cost,P=1,io,1,1.000,1,,96.00000,work,24.00000,96.00000,26.40,0.25,0.1818181818181818181818181818,96.00000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,agent_cost,P=2,io,2,1.060,1,,50.08800,work,25.15200,100.17600,26.40,0.2510781025395304264494489698,0.1818181818181818181818181818,68.06400,10.87200,10.87200,0.358888356492573071394345951
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,agent_cost,P=4,io,4,1.210,1,,28.03200,critical_path,28.03200,110.61600,26.40,0.2534172271642438706877847689,0.1818181818181818181818181818,50.79600,25.95600,14.65200,0.812071917808219178082191781
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,agent_cost,P=8,io,8,1.630,1,,36.09600,critical_path,36.09600,139.84800,26.40,0.2581088038441736742749270637,0.1818181818181818181818181818,46.74000,41.84400,17.84400,0.294880319148936170212765957
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,human_cost,P=1,io,1,1,1.00,,96.0000,work,24.0000,96.0000,26.40,0.25,0.1818181818181818181818181818,96.0000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,human_cost,P=2,io,2,1,1.10,,49.3200,work,24.6000,98.6400,26.40,0.2493917274939172749391727494,0.2272727272727272727272727273,67.5000,11.8800,11.8800,0.368613138686131386861313869
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,human_cost,P=4,io,4,1,1.30,,34.3200,human,25.8000,103.9200,26.40,0.2482678983833718244803695150,0.2272727272727272727272727273,50.2200,32.9400,18.9000,0.463286713286713286713286713
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C2,human_cost,P=8,io,8,1,1.70,,44.8800,human,28.2000,114.4800,26.40,0.2463312368972746331236897275,0.2272727272727272727272727273,54.4800,126.6600,38.7600,0.213903743315508021390374332
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C3,decomposition,"P=1,m=1",io,1,1,1,,96.00,work,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,96.00,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C3,decomposition,"P=1,m=3,r_o=0",io,1,1,1,t08,96.0000,work,24.00,96.0000,26.4000,0.25,0.2272727272727272727272727273,96.0000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C3,decomposition,"P=1,m=3,r_o=0.10",io,1,1,1,t08,98.400000,work,24.00,98.400000,27.600000,0.2439024390243902439024390244,0.2173913043478260869565217391,98.400000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C3,decomposition,"P=4,m=1",io,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,45.00,25.20,14.40,0.704545454545454545454545455
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C3,decomposition,"P=4,m=3,r_o=0",io,4,1,1,t08,26.4000,human,24.00,96.0000,26.4000,0.25,0.2272727272727272727272727273,42.6000,26.8000,16.0000,0.613636363636363636363636364
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s06,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,6,C3,decomposition,"P=4,m=3,r_o=0.10",io,4,1,1,t08,27.600000,human,24.00,98.400000,27.600000,0.2439024390243902439024390244,0.2173913043478260869565217391,44.200000,26.600000,15.800000,0.601449275362318840579710145
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C1,phase_profile,alternating_sync,alternating_sync,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,40.50,13.30,7.90,0.534090909090909090909090909
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C1,phase_profile,alternating_staggered,alternating_staggered,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,43.20,22.10,13.70,0.636363636363636363636363636
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,base,P=1,io,1,1,1,,96.00,work,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,96.00,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,base,P=2,io,2,1,1,,48.00,work,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,65.40,10.80,10.80,0.3625
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,base,P=4,io,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,45.00,25.20,14.40,0.704545454545454545454545455
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,base,P=8,io,8,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,36.00,49.80,22.20,0.363636363636363636363636364
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,agent_cost,P=1,io,1,1.000,1,,96.00000,work,24.00000,96.00000,26.40,0.25,0.1818181818181818181818181818,96.00000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,agent_cost,P=2,io,2,1.060,1,,50.08800,work,25.15200,100.17600,26.40,0.2510781025395304264494489698,0.1818181818181818181818181818,68.06400,10.87200,10.87200,0.358888356492573071394345951
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,agent_cost,P=4,io,4,1.210,1,,28.03200,critical_path,28.03200,110.61600,26.40,0.2534172271642438706877847689,0.1818181818181818181818181818,50.79600,25.95600,14.65200,0.812071917808219178082191781
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,agent_cost,P=8,io,8,1.630,1,,36.09600,critical_path,36.09600,139.84800,26.40,0.2581088038441736742749270637,0.1818181818181818181818181818,46.74000,41.84400,17.84400,0.294880319148936170212765957
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,human_cost,P=1,io,1,1,1.00,,96.0000,work,24.0000,96.0000,26.40,0.25,0.1818181818181818181818181818,96.0000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,human_cost,P=2,io,2,1,1.10,,49.3200,work,24.6000,98.6400,26.40,0.2493917274939172749391727494,0.2272727272727272727272727273,67.5000,11.8800,11.8800,0.368613138686131386861313869
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,human_cost,P=4,io,4,1,1.30,,34.3200,human,25.8000,103.9200,26.40,0.2482678983833718244803695150,0.2272727272727272727272727273,50.2200,32.9400,18.9000,0.463286713286713286713286713
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C2,human_cost,P=8,io,8,1,1.70,,44.8800,human,28.2000,114.4800,26.40,0.2463312368972746331236897275,0.2272727272727272727272727273,54.4800,126.6600,38.7600,0.213903743315508021390374332
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C3,decomposition,"P=1,m=1",io,1,1,1,,96.00,work,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,96.00,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C3,decomposition,"P=1,m=3,r_o=0",io,1,1,1,t08,96.0000,work,24.00,96.0000,26.4000,0.25,0.2272727272727272727272727273,96.0000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C3,decomposition,"P=1,m=3,r_o=0.10",io,1,1,1,t08,98.400000,work,24.00,98.400000,27.600000,0.2439024390243902439024390244,0.2173913043478260869565217391,98.400000,0,0,0
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C3,decomposition,"P=4,m=1",io,4,1,1,,26.40,human,24.00,96.00,26.40,0.25,0.1818181818181818181818181818,45.00,25.20,14.40,0.704545454545454545454545455
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C3,decomposition,"P=4,m=3,r_o=0",io,4,1,1,t08,26.4000,human,24.00,96.0000,26.4000,0.25,0.2272727272727272727272727273,42.6000,26.8000,16.0000,0.613636363636363636363636364
EXP-07,exp07_n8_wide_layered_homogeneous_rhlow_s07,n8_wide_layered_homogeneous_rhlow,8,wide_layered,homogeneous,low,low,7,C3,decomposition,"P=4,m=3,r_o=0.10",io,4,1,1,t08,27.600000,human,24.00,98.400000,27.600000,0.2439024390243902439024390244,0.2173913043478260869565217391,44.200000,26.600000,15.800000,0.601449275362318840579710145
